source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	translation_date	comment
en	Bulging of the costochondral junction	HP:0000893	rdfs:label	ar	انتفاخ في منطقة التقاء الضلع بالغضروف العضلي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormal outward curving (protuberance) of the junction of ribs and costal cartilage.	HP:0000893	IAO:0000115	ar	انحناء خارجي غير طبيعي (بروز) في منطقة التقاء الأضلاع بالغضروف العضلي.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Central diabetes insipidus	HP:0000863	rdfs:label	ar	مرض السكري الكاذب المركزي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A form of diabetes insipidus related to a failure of vasopressin (AVP) release from the hypothalamus.	HP:0000863	IAO:0000115	ar	شكل من أشكال مرض السكري الكاذب المرتبط بفشل إفراز الفازوبريسين (AVP) من الوطاء.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Secondary hyperparathyroidism	HP:0000867	rdfs:label	ar	فرط الدريقات الثانوي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Secondary hyperparathyroidism refers to the production of higher than normal levels of parathyroid hormone in the presence of hypocalcemia.	HP:0000867	IAO:0000115	ar	يشير فرط الدريقات الثانوي إلى إنتاج مستويات أعلى من الطبيعي من هرمون الغدة الجار درقية في وجود نقص كالسيوم الدم.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Decreased fertility in females	HP:0000868	rdfs:label	ar	انخفاض الخصوبة لدى الإناث	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Secondary amenorrhea	HP:0000869	rdfs:label	ar	انقطاع الطمث الثانوي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Panhypopituitarism	HP:0000871	rdfs:label	ar	قصور النخامية الكلي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A pituitary functional deficit affecting all the anterior pituitary hormones (growth hormone, thyroid-stimulating hormone, follicle-stimulating hormone, luteinizing hormone, adrenocorticotropic hormone, and prolactin).	HP:0000871	IAO:0000115	ar	نقص وظيفي في الغدة النخامية يؤثر على جميع الهرمونات الأمامية للغدة النخامية (هرمون النمو، هرمون تحفيز الغدة الدرقية، هرمون الجريب، الهرمون الموجه للجسم الأصفر، هرمون الكورتيكوستيرويد، والبرولاكتين).	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Hashimoto thyroiditis	HP:0000872	rdfs:label	ar	التهاب الغدة الدرقية لهاشيموتو	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A chronic, autoimmune type of thyroiditis associated with hypothyroidism.	HP:0000872	IAO:0000115	ar	نوع من التهاب الغدة الدرقية المزمن وذاتي المناعة يُعد مرتبطاً بقصور الغدة الدرقية.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Diabetes insipidus	HP:0000873	rdfs:label	ar	داء السكري الكاذب	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A state of excessive water intake and hypotonic (dilute) polyuria. Diabetes insipidus may be due to failure of vasopressin (AVP) release (central or neurogenic diabetes insipidus) or to a failure of the kidney to respond to AVP (nephrogenic diabetes insipidus).	HP:0000873	IAO:0000115	ar	حالة من تناول الماء المفرط وبول مخفف (بولبرتونيك). وقد يكون داء السكري الكاذب بسبب فشل إفراز الفازوبريسين (AVP) (داء السكري الكاذب المركزي أو العصبي) أو فشل الكلية في الاستجابة للفازوبريسين (داء السكري الكاذب الكلوي).	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	11 pairs of ribs	HP:0000878	rdfs:label	ar	11 زوجاً من الأضلاع	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Presence of only 11 pairs of ribs.	HP:0000878	IAO:0000115	ar	وجود فقط 11 زوجاً من الأضلاع.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Short sternum	HP:0000879	rdfs:label	ar	قصور الطول الطولي للقص	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Decreased inferosuperior length of the sternum.	HP:0000879	IAO:0000115	ar	نقص الطول الطولي للقص.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Hypoplastic scapulae	HP:0000882	rdfs:label	ar	عظم الكتف ناقص التكوين	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Underdeveloped scapula.	HP:0000882	IAO:0000115	ar	تحت تنمية عظم الكتف.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Open operculum	HP:0100954	rdfs:label	ar	الأوبيركولوم المفتوح	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Underdevelopment of the operculum.	HP:0100954	IAO:0000115	ar	تحت التطور ينالأوبيركولوم، وهو الجزء من الدماغ الذي يحيط بالفم.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Lateral ventricular asymmetry	HP:0100960	rdfs:label	ar	عدم تناظر البطين الجانبي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormal difference in size between the left and right lateral cerebral ventricles.	HP:0100960	IAO:0000115	ar	فرق غير طبيعي في الحجم بين البطينين الجانبيين الأيسر والأيمن في الدماغ.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Excessive shyness	HP:0100962	rdfs:label	ar	الخجل المفرط	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Atypically high degree of awkwardness or apprehension experienced when approaching or being approached by others.	HP:0100962	IAO:0000115	ar	مستوى مرتفع بشكل غير عادي من الحيرة أو القلق الذي يشعر به الشخص عند الاقتراب من الآخرين أو عندما يقترب منه الآخرون.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Dysharmonic skeletal maturation	HP:0200000	rdfs:label	ar	نضج هيكلي غير متناسق	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Different levels of maturation of different bones.	HP:0200000	IAO:0000115	ar	مستويات مختلفة من النضج في العظام المختلفة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Splayed epiphyses	HP:0200003	rdfs:label	ar	تنفتح المشاشات	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Flaring (widening) of the epiphysis.	HP:0200003	IAO:0000115	ar	اتساع (انفتاح) في المشاش، وهي نهاية العظم.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Chronic urticaria	HP:0410133	rdfs:label	ar	الشرى المزمن	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Urticaria characterized by spontaneously recurring hives for 6 weeks or longer.	HP:0410133	IAO:0000115	ar	حالة شرى تتميز بظهور بقع حمراء وحكة تستمر في الظهور لمدة 6 أسابيع أو أكثر.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Eosinophilic infiltration of the esophagus	HP:0410151	rdfs:label	ar	تسلل اليوزينيات في المريء	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Infiltration of numerous eosinophils (usually greater than 15 per high power field) into the squamous epithelium of the esophagus, and layering of eosinophils on the surface layer of the esophagus.	HP:0410151	IAO:0000115	ar	تسلل عدد كبير من خلايا الدم البيضاء (عادة أكثر من 15 في الحقل العالي القوة) إلى النسيج الظهاري الحرشفي للمريء، وتكدس اليوزينيات في الطبقة السطحية للمريء.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Hyperketonemia	HP:0410175	rdfs:label	ar	ارتفاع الكيتون في الدم	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An increase in the level of ketone bodies (acetoacetic acid, beta-hydroxybutyric acid, and acetone) in the blood.	HP:0410175	IAO:0000115	ar	زيادة في مستوى الأجسام الكيتونية (حمض الأسيتوأسيتك، حمض البيتا-هيدروكسي بيوتيريك، والأسيتون) في الدم.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Persistently decreased total neutrophil count	HP:0410252	rdfs:label	ar	انخفاض العدد الكلي للعدلات بشكل مستمر	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormal decrease of the absolute number of neutrophils in the blood, per microlitre, compared to a reference range for a given sex and age-group, which persists for 3 or more months.	HP:0410252	IAO:0000115	ar	انخفاض غير طبيعي في العدد المطلق للعدلات في الدم، لكل ميكروليتر، مقارنة بمجموعة مرجعية معينة للجنس والفئة العمرية، مستمر لمدة 3 أشهر أو أكثر.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Transiently decreased total neutrophil count	HP:0410255	rdfs:label	ar	انخفاض مؤقت في العدد الكلي للعدلات	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormal decrease of the absolute number of neutrophils in the blood, per microlitre, compared to a reference range for a given sex and age-group, which persists for less than 3 months and then spontaneously recovers, but does not recur cyclically.	HP:0410255	IAO:0000115	ar	انخفاض غير طبيعي في العدد المطلق للعدلات في الدم، لكل ميكروليتر، مقارنة بمجموعة مرجعية معينة للجنس والفئة العمرية، يستمر لأقل من 3 أشهر ثم يعود للصورة الطبيعية تلقائياً ولا يتكرر بشكل دوري.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Short clavicles	HP:0000894	rdfs:label	ar	عظام الترقوة القصيرة	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Reduced length of the clavicles.	HP:0000894	IAO:0000115	ar	انخفاض في طول عظام الترقوة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Lateral clavicle hook	HP:0000895	rdfs:label	ar	خطاف الترقوة الجانبي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An excessive upward convexity of the lateral clavicle.	HP:0000895	IAO:0000115	ar	انحناء زائد إلى الأعلى في الجزء الجانبي من الترقوة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Rib exostoses	HP:0000896	rdfs:label	ar	زوائد عظمية في الضلوع	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Multiple circumscribed bony excrescences located in the ribs.	HP:0000896	IAO:0000115	ar	نتوءات عظمية محددة ومتعددة توجد في الضلوع.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Rachitic rosary	HP:0000897	rdfs:label	ar	خرز الرخد	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A row of beadlike prominences at the junction of a rib and its cartilage (i.e., enlarged costochondral joints), resembling a rosary. Note that rachitic rosary would have one bead per rib (a swelling at the costochondral junction), while beaded ribs in the context of multiple rib fractures have multiple beads (fractures) along the same rib.	HP:0000897	IAO:0000115	ar	صف من البروزات الشبيهة بالخرز عند موضع الارتباط بين الضلع وغضروفه (أي المفاصل الضلعية الغضروفية الكبيرة)، تشبه المسبحة. يُلاحظ أن خرز الرخد يكون عبارة عن خرزة واحدة لكل ضلع (انتفاخ عند الوصل الضلعي الغضروفي)، بينما الأضلاع المخرزة في سياق الكسور العديدة لها عدة خرزات (كسور) على طول نفس الضلع.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Thickened ribs	HP:0000900	rdfs:label	ar	الضلع السميكة	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increased thickness (diameter) of ribs.	HP:0000900	IAO:0000115	ar	زيادة في سماكة (قطر) الأضلاع.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Rib fusion	HP:0000902	rdfs:label	ar	اندماج الضلوع	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Complete or partial merging of adjacent ribs.	HP:0000902	IAO:0000115	ar	اندماج جزئي أو كامل للأضلاع المتجاورة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Flaring of rib cage	HP:0000904	rdfs:label	ar	تمدد القفص الصدري	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	The presence of wide, concave anterior rib ends.	HP:0000904	IAO:0000115	ar	وجود أطراف أمامية واسعة ومقعرة للأضلاع.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Progressive clavicular acroosteolysis	HP:0000905	rdfs:label	ar	تحلل العظام الترقوي التدريجي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Progressive bone resorption in the distal part of the clavicle.	HP:0000905	IAO:0000115	ar	تحلل عظمي تدريجي في الجزء البعيد من الترقوة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Anterior rib cupping	HP:0000907	rdfs:label	ar	تقعر الأضلاع الأمامية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Wide, concave anterior rib end.	HP:0000907	IAO:0000115	ar	نهاية ضلع أمامية واسعة ومقعرة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Wide-cupped costochondral junctions	HP:0000910	rdfs:label	ar	المفاصل الضلعية الغضروفية واسعة ومقعرة	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Hyperostosis	HP:0100774	rdfs:label	ar	فرط التعظم	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Excessive growth or abnormal thickening of bone tissue.	HP:0100774	IAO:0000115	ar	نمو زائد أو تضخم غير طبيعي لنسيج العظم.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Dural ectasia	HP:0100775	rdfs:label	ar	تمدد الجافية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A widening or ballooning of the dural sac surrounding the spinal cord usually at the lumbosacral level.	HP:0100775	IAO:0000115	ar	توسع أو تمدد في كيس الجافية الذي يحيط بالنخاع الشوكي، عادة في مستوى أسفل الظهر.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Exostoses	HP:0100777	rdfs:label	ar	نمو زائد عظمي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An exostosis is a benign growth the projects outward from the bone surface. It is capped by cartilage, and arises from a bone that develops from cartilage.	HP:0100777	IAO:0000115	ar	النمو الزائد العظمي هو نمو حميد يبرز من سطح العظم. يكون مغطى بغضروف، وينشأ من عظم يتطور من الغضروف.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Insomnia	HP:0100785	rdfs:label	ar	الأرق	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Persistent difficulty in starting or maintaining sleep, or waking up earlier than desired, despite having adequate opportunities and conditions for sleep.	HP:0100785	IAO:0000115	ar	صعوبة مستمرة في بدء أو الحفاظ على النوم، أو الاستيقاظ مبكرًا عن المطلوب، على الرغم من وجود الفرص والشروط الملائمة للنوم.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Torus palatinus	HP:0100789	rdfs:label	ar	النتوء الحنكي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A bony protrusion present on the midline of the hard palate.	HP:0100789	IAO:0000115	ar	نتوء عظمي موجود في خط وسط سقف الفم الصلب.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Hernia	HP:0100790	rdfs:label	ar	فتق	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Clavicular sclerosis	HP:0100923	rdfs:label	ar	تصلب الترقوة	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An increase in bone density within the clavicle.	HP:0100923	IAO:0000115	ar	زيادة في كثافة العظم داخل الترقوة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Enlarged fossa interpeduncularis	HP:0100951	rdfs:label	ar	تضخم الحفرة بين السويقتين	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Enlarged sylvian cistern	HP:0100952	rdfs:label	ar	تضخم صهريج سيلفيوس	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An increase in size of the subarachnoid space associated with the lateral cerebral sulcus (Sylvian fissure).	HP:0100952	IAO:0000115	ar	زيادة في حجم المساحة تحت العنكبوتية المرتبطة بالتلم الجانبي للدماغ (شق سيلفيوس).	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Flat glenoid fossa	HP:0000911	rdfs:label	ar	حفرة حقانية مسطحة	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormally flat configuration of the glenoid fossa, also known as the glenoid cavity, which is the articular surface of the scapula that articulates with the head of the humerus.	HP:0000911	IAO:0000115	ar	تكوين غير طبيعي مسطح للحفرة الحقانية، والمعروفة أيضاً بتجويف الحقاني، وهي السطح المفصلي للكتف الذي يتصل برأس العضد.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Sprengel anomaly	HP:0000912	rdfs:label	ar	تشوه سبيلينجل	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A congenital skeletal deformity characterized by the elevation of one scapula (thus, one scapula is located superior to the other).	HP:0000912	IAO:0000115	ar	تشوه هيكلي خلقي يتميز باختلاف في ارتفاع عظمة الكتف الواحدة مقارنة مع الأخرى.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Shield chest	HP:0000914	rdfs:label	ar	صدر درعي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A broad chest.	HP:0000914	IAO:0000115	ar	صدر عريض.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Pectus excavatum of inferior sternum	HP:0000915	rdfs:label	ar	صدر مجوف للقص السفلي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Pectus excavatum (defect of the chest wall characterized by depression of the sternum) affecting primarily the inferior region of the sternum.	HP:0000915	IAO:0000115	ar	حالة صدر مقوس (عيب في جدار الصدر يتميز بانخفاض القص) تؤثر بشكل رئيسي على المنطقة السفلية من القص.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Broad clavicles	HP:0000916	rdfs:label	ar	عظام ترقوة عريضة	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increased width (cross-sectional diameter) of the clavicles.	HP:0000916	IAO:0000115	ar	زيادة في العرض (القطر العرضي) لعظام الترقوة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Superior pectus carinatum	HP:0000917	rdfs:label	ar	صدر ناتئ علوي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Pectus carinatum affecting primarily the superior part of the sternum.	HP:0000917	IAO:0000115	ar	صدر ناتئ يؤثر بشكل رئيسي على الجزء العلوي من القص.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Scapular exostoses	HP:0000918	rdfs:label	ar	نماء عظمي لوحي	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	The presence of multiple exostoses on the scapula. An exostosis is a benign growth the projects outward from the bone surface. It is capped by cartilage.	HP:0000918	IAO:0000115	ar	وجود نماءات عظمية متعددة على الكتف. النماء العظمي هو نمو حميد يبرز من سطح العظم ويغطى بالغضروف.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Enlargement of the costochondral junction	HP:0000920	rdfs:label	ar	تضخم الوصلات الغضروفية الضلعية	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Abnormally increased size of the costochondral junctions, which are located between the distal part of the ribs and the costal cartilages, which are bars of hyaline cartilage that connect the ribs to the sternum.	HP:0000920	IAO:0000115	ar	زيادة غير طبيعية في حجم الوصلات الغضروفية الضلعية، الموجودة بين الجزء البعيد من الضلوع والغضاريف الضلعية، وهي قضبان من الغضروف الزجاجي التي تربط الضلوع بالقص.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Missing ribs	HP:0000921	rdfs:label	ar	أضلاع مفقودة	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A developmental anomaly with absence of one or more ribs.	HP:0000921	IAO:0000115	ar	تشوه تطوري يحدث مع غياب ضلع أو أكثر.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Posterior rib cupping	HP:0000922	rdfs:label	ar	تحدب خلفي للضلوع	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Wide, concave posterior rib end.	HP:0000922	IAO:0000115	ar	نهاية خلفية واسعة ومقعرة للضلع.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Increased urinary high-mannose-type oligosaccharide	HP:0410347	rdfs:label	ar	زيادة في تركيز السكريات قليلة التسكر من نوع المانوز في البول	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	An abnormal increase in the concentration of high-mannose-type oligosaccharides in the urine.	HP:0410347	IAO:0000115	ar	زيادة غير طبيعية في تركيز السكريات قليلة التسكر من نوع المانوز في البول.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Myopic astigmatism	HP:0500041	rdfs:label	ar	الاستجماتيزم الحسرى	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A condition where one or both of the two principal meridians focus in the front of the retina when the eye is at rest.	HP:0500041	IAO:0000115	ar	حالة يتجمع فيها أحد أو كلا المحورين الرئيسيين في مقدمة الشبكية عندما تكون العين في حالة راحة.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Food allergy	HP:0500093	rdfs:label	ar	حساسية الطعام	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Primary food allergies primarily occur as a result (most likely) of gastrointestinal sensitization to predominantly stable food allergens (glycoproteins). A secondary food allergy develops after primary sensitization to airborne allergens (e. g., pollen allergens) with subsequent reactions (due to cross-reactivity) to structurally related often labile allergens in (plant) foods.	HP:0500093	IAO:0000115	ar	تحدث الحساسية الغذائية الأولية بشكل أساسي نتيجة حساسية الجهاز الهضمي لبروتينات الطعام المستقرة (الجليكوپروتينات). تتطور الحساسية الغذائية الثانوية بعد تحسس أولي لمسببات الحساسية المحمولة جوًا (مثل مسببات الحساسية الطلعية) مع تفاعلات لاحقة (بسبب التفاعل التبادلي) لمسببات الحساسية في الأغذية النباتية (غالبًا ما تكون غير ثابتة بسهولة).	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	Hypothreoninemia	HP:0500136	rdfs:label	ar	نقص الثريونين في الدم	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
en	A decreased amount of threonine in the blood.	HP:0500136	IAO:0000115	ar	انخفاض كمية الثريونين في الدم.	CANDIDATE	PAVS-Pipeline (GPT-4o)	ALGORITHM	2026-03-01	LLM-generated via PAVS pipeline
